invoiceno,stockcode,quantity,invoicedate,unitprice,customerid,country
568654,72818,12,9/28/2011 12:20,0.85,14911.0,EIRE
578332,23378,3,11/24/2011 8:50,0.39,,United Kingdom
565841,22555,1,9/7/2011 12:04,3.29,,United Kingdom
567380,21394,48,9/20/2011 10:06,0.39,12620.0,France
540538,47422,1,1/9/2011 14:36,0.42,17841.0,United Kingdom
581058,20839,12,12/7/2011 11:06,0.85,15969.0,United Kingdom
576634,23482,24,11/16/2011 9:28,1.65,13297.0,United Kingdom
544935,84879,8,2/25/2011 9:09,1.69,13870.0,United Kingdom
545227,22819,12,3/1/2011 9:35,0.42,12428.0,Finland
560555,20984,2,7/19/2011 13:01,0.29,14178.0,United Kingdom
579289,23498,1,11/29/2011 11:11,1.45,,United Kingdom
648821,23078,24,05/06/2011 10:34,1.25,18680,United Kingdom
569638,22469,12,10/5/2011 12:15,1.65,16140.0,United Kingdom
544467,22464,1,2/20/2011 15:51,1.65,14502.0,United Kingdom
C576919,23239,-6,11/17/2011 10:44,4.15,15529.0,United Kingdom
567850,23188,12,9/22/2011 13:18,1.65,15067.0,United Kingdom
563500,22915,120,8/16/2011 17:25,0.36,15856.0,United Kingdom
555275,21559,1,6/1/2011 17:18,4.96,,United Kingdom
567184,20754,1,9/18/2011 15:41,2.1,16033.0,United Kingdom
565682,21700,6,9/6/2011 10:42,0.85,14796.0,United Kingdom
541410,47566B,5,1/17/2011 16:06,4.65,13089.0,United Kingdom
576688,21790,12,11/16/2011 12:16,0.85,16717.0,United Kingdom
547555,22466,12,3/23/2011 16:35,1.95,14075.0,United Kingdom
663462,20970,8,10/02/2011 11:04,3.75,18609,United Kingdom
650620,20733,3,05/18/2011 13:49,0.83,2279,United Kingdom
566203,23035,1,9/9/2011 14:47,1.45,16362.0,United Kingdom
555095,84375,12,5/31/2011 13:32,2.1,12540.0,Spain
581217,21934,14,12/8/2011 9:20,1.63,,United Kingdom
539742,21876,1,12/21/2010 15:20,3.36,,United Kingdom
563944,85099C,10,8/22/2011 10:08,2.08,17581.0,United Kingdom
579098,21985,4,11/28/2011 11:18,0.39,14606.0,United Kingdom
538146,21239,8,12/9/2010 16:10,0.85,15596.0,United Kingdom
576217,23100,1,11/14/2011 12:56,1.25,17081.0,United Kingdom
565857,21216,4,9/7/2011 14:13,4.95,14911.0,EIRE
551305,85094,48,4/27/2011 14:58,0.19,16145.0,United Kingdom
575983,90094,1,11/13/2011 13:45,2.55,13379.0,United Kingdom
581356,22969,12,12/8/2011 12:28,1.45,17830.0,United Kingdom
564855,85099B,10,8/31/2011 9:10,2.08,16746.0,United Kingdom
C552995,M,-1350,5/12/2011 15:19,0.16,18133.0,United Kingdom
C580954,84997A,-9,02/09/2012 14:19,3.75,13471,United Kingdom
554986,21329,3,5/29/2011 12:35,1.65,14451.0,United Kingdom
539466,82613B,20,12/19/2010 12:46,0.42,12668.0,Germany
551953,22671,12,5/5/2011 11:53,1.65,13448.0,United Kingdom
545320,22935,72,3/1/2011 14:47,2.75,14156.0,EIRE
558774,21944,1,7/4/2011 10:17,0.83,,United Kingdom
679520,22030,1,02/25/2012 16:33,0.83,1459,United Kingdom
541975,22629,12,1/24/2011 14:24,1.95,,Hong Kong
661079,15056n,3,07/26/2011 09:31,12.46,819,United Kingdom
573876,21704,2,11/1/2011 12:48,0.85,16360.0,United Kingdom
561209,22813,2,7/25/2011 16:57,4.13,,United Kingdom
548373,22873,1,3/30/2011 16:34,4.13,,United Kingdom
568526,21811,48,9/27/2011 13:04,0.39,17656.0,United Kingdom
572964,22175,6,10/27/2011 10:41,2.95,12630.0,Finland
563076,21787,144,8/11/2011 16:12,0.65,14646.0,Netherlands
552813,23047,2,5/11/2011 12:44,5.75,15079.0,United Kingdom
545063,22698,3,2/27/2011 14:26,2.95,14606.0,United Kingdom
572553,22123,1,10/24/2011 17:09,4.13,,United Kingdom
567128,21466,2,9/16/2011 14:04,3.75,18055.0,United Kingdom
650594,75049L,12,06/03/2011 13:30,1.25,16622,United Kingdom
567356,22219,8,9/19/2011 16:21,0.85,16527.0,United Kingdom
581219,23266,4,12/8/2011 9:28,2.46,,United Kingdom
575914,22867,12,11/11/2011 16:31,2.1,17071.0,United Kingdom
580115,22754,1,12/1/2011 16:22,1.63,,United Kingdom
561887,21845,72,7/31/2011 13:33,0.79,14414.0,United Kingdom
579512,20711,1,11/29/2011 16:47,4.13,,United Kingdom
542996,21385,24,2/2/2011 12:10,0.85,15046.0,United Kingdom
C562139,84978,-1,8/3/2011 10:10,1.25,12921.0,United Kingdom
563638,22315,96,8/18/2011 10:36,1.06,15311.0,United Kingdom
657317,22208,2,08/09/2011 11:49,0.83,18766,United Kingdom
568877,22328,10,9/29/2011 12:31,2.95,14680.0,United Kingdom
678732,22138,9,01/17/2012 14:55,4.95,4514,Unspecified
554978,15036,12,5/29/2011 11:05,0.83,16889.0,United Kingdom
560398,21563,12,7/18/2011 14:10,2.95,12731.0,France
575091,22356,10,11/8/2011 14:05,0.85,17160.0,United Kingdom
651863,23148,12,06/04/2011 12:16,0.83,19416,United Kingdom
581237,23507,1,12/8/2011 10:40,0.42,15443.0,United Kingdom
567378,22327,6,9/20/2011 10:01,2.95,14911.0,EIRE
568721,22189,1,9/28/2011 16:24,8.29,,United Kingdom
536412,22940,1,12/1/2010 11:49,4.25,17920.0,United Kingdom
540528,21448,1,1/9/2011 13:50,1.65,17800.0,United Kingdom
569246,84988,1,10/3/2011 9:57,2.92,14096.0,United Kingdom
544470,22520,12,2/21/2011 8:38,0.85,12707.0,France
549966,22032,12,4/13/2011 14:17,0.42,16224.0,United Kingdom
538349,22465,1,12/10/2010 14:59,3.36,,United Kingdom
663158,22295,1,09/19/2011 16:51,3.29,2576,United Kingdom
548710,22570,4,4/3/2011 13:24,3.75,16678.0,United Kingdom
570465,23243,1,10/10/2011 16:02,10.79,,United Kingdom
539103,21348,24,12/16/2010 10:38,2.55,16985.0,United Kingdom
571429,23333,5,10/17/2011 12:50,1.25,15335.0,United Kingdom
543653,22649,1,2/11/2011 10:26,4.95,14796.0,United Kingdom
575930,23229,1,11/11/2011 17:58,7.46,,United Kingdom
567613,23358,6,9/21/2011 11:49,3.75,13908.0,United Kingdom
572901,22963,2,10/26/2011 14:54,0.85,16332.0,United Kingdom
556579,23167,12,6/13/2011 14:16,0.83,15069.0,United Kingdom
637030,21877,6,02/09/2011 15:55,1.25,18440,United Kingdom
540550,21559,6,1/10/2011 9:11,2.55,12539.0,Spain
543737,22366,8,2/11/2011 12:45,7.95,12477.0,Germany
576787,23581,10,11/16/2011 13:54,2.08,13815.0,Germany
C579934,21422,-2,12/1/2011 9:44,0.85,14860.0,United Kingdom
540995,84870B,1,1/13/2011 9:30,2.46,,United Kingdom
546157,22180,2,3/10/2011 8:40,9.95,13502.0,United Kingdom
640084,85123A,5,01/20/2011 13:46,2.95,20838,United Kingdom
542109,48187,2,1/25/2011 13:44,12.46,,United Kingdom
580983,22961,12,12/6/2011 16:26,3.29,,United Kingdom
556195,23199,10,6/9/2011 12:21,2.08,16745.0,United Kingdom
575176,84947,1,11/8/2011 18:29,2.46,,United Kingdom
541292,22133,12,1/17/2011 13:30,0.85,15596.0,United Kingdom
572549,21329,1,10/24/2011 17:03,3.29,,United Kingdom
572509,23203,2,10/24/2011 14:25,2.08,17004.0,United Kingdom
549845,23000,11,4/12/2011 14:22,0.42,16729.0,United Kingdom
571741,84946,12,10/19/2011 10:36,1.25,15610.0,United Kingdom
558475,37340,48,6/29/2011 15:58,0.69,,United Kingdom
577744,20728,20,11/21/2011 13:58,1.65,18229.0,United Kingdom
547248,21843,1,3/22/2011 9:23,20.79,,United Kingdom
544098,22432,6,2/16/2011 10:04,1.95,16019.0,United Kingdom
573151,23351,12,10/27/2011 20:09,1.25,17602.0,United Kingdom
575177,21750,1,11/8/2011 18:41,4.13,,United Kingdom
557500,15056N,1,6/20/2011 15:27,12.46,,United Kingdom
563557,23031,24,8/17/2011 13:33,1.65,15786.0,United Kingdom
557974,84997A,10,6/24/2011 10:31,4.15,14541.0,United Kingdom
570410,22930,1,10/10/2011 13:04,2.55,16776.0,United Kingdom
653718,82551,1,07/08/2011 16:09,2.46,4106,United Kingdom
572669,22417,1,10/25/2011 13:10,0.55,16549.0,United Kingdom
561911,22082,10,8/1/2011 10:26,1.65,12534.0,Germany
544461,22675,24,2/20/2011 14:08,1.25,13744.0,United Kingdom
574831,22994,6,11/7/2011 11:26,0.42,15522.0,United Kingdom
570091,22591,6,10/7/2011 11:47,3.25,15632.0,United Kingdom
576617,46776F,1,11/15/2011 16:57,4.13,,United Kingdom
641396,22399,12,01/15/2011 09:52,1.25,17775,United Kingdom
539463,22300,12,12/19/2010 11:19,2.55,18077.0,United Kingdom
562933,22295,1,8/10/2011 16:51,3.29,,United Kingdom
567085,48138,2,9/16/2011 12:38,8.25,12434.0,Australia
554842,22568,4,5/26/2011 18:17,3.75,14740.0,United Kingdom
570229,23503,1,10/9/2011 13:30,1.25,15756.0,United Kingdom
547651,22432,3,3/24/2011 12:11,1.95,16904.0,United Kingdom
567303,23265,12,9/19/2011 13:20,1.25,17613.0,United Kingdom
546387,22965,12,3/11/2011 13:34,2.1,16766.0,United Kingdom
570842,22355,10,10/12/2011 14:21,0.85,17676.0,United Kingdom
566202,23412,4,9/9/2011 14:22,7.5,15652.0,United Kingdom
552229,DOT,1,5/6/2011 15:40,21.74,,United Kingdom
555282,22666,24,6/2/2011 9:04,2.55,12709.0,Germany
548317,16156S,25,3/30/2011 12:43,0.42,18179.0,United Kingdom
571909,20652,1,10/19/2011 15:08,1.25,15006.0,United Kingdom
548259,21382,4,3/30/2011 11:12,2.95,14099.0,United Kingdom
540469,20972,3,1/7/2011 14:04,1.25,12484.0,Spain
563425,23320,24,8/16/2011 11:37,2.89,15140.0,United Kingdom
537240,22536,1,12/6/2010 10:08,0.85,,United Kingdom
556721,22927,2,6/14/2011 11:23,5.95,15218.0,United Kingdom
550500,82482,2,4/18/2011 15:26,4.96,,United Kingdom
576590,23311,6,11/15/2011 14:30,2.55,16240.0,United Kingdom
546892,21169,1,3/17/2011 18:20,4.13,,United Kingdom
C575224,23203,-100,11/9/2011 11:41,1.79,17511.0,United Kingdom
544338,22644,24,2/18/2011 8:47,1.45,12852.0,United Kingdom
564353,22945,24,8/24/2011 15:08,0.85,15764.0,United Kingdom
538449,82599,2,12/12/2010 12:24,2.1,17085.0,United Kingdom
578153,23320,3,11/23/2011 11:22,2.89,12748.0,United Kingdom
578116,21519,12,11/23/2011 9:51,0.42,13078.0,United Kingdom
566922,23420,12,9/15/2011 14:58,2.08,16156.0,United Kingdom
564093,23270,12,8/23/2011 10:29,1.45,14930.0,Channel Islands
669985,22180,2,11/09/2011 17:52,9.95,20426,United Kingdom
540356,22738,1,1/6/2011 15:12,2.51,,United Kingdom
547093,21495,25,3/21/2011 8:20,0.42,14762.0,United Kingdom
562846,84692,25,8/10/2011 9:29,1.63,,United Kingdom
542929,22500,1,2/2/2011 10:34,4.95,17811.0,United Kingdom
566520,47566,2,9/13/2011 11:26,4.95,17757.0,United Kingdom
665555,22791,12,09/12/2011 13:59,1.25,16811,United Kingdom
544089,84946,27,2/15/2011 17:51,2.46,,United Kingdom
559660,23168,64,7/11/2011 13:19,1.04,16701.0,United Kingdom
545575,22061,6,3/3/2011 18:28,9.95,13014.0,United Kingdom
558774,22741,1,7/4/2011 10:17,1.63,,United Kingdom
569030,22365,40,9/30/2011 10:27,8.0,17450.0,United Kingdom
547569,22321,24,3/24/2011 9:50,0.85,17491.0,United Kingdom
568567,23188,1,9/27/2011 18:41,3.29,,United Kingdom
569319,23439,12,10/3/2011 12:17,2.1,14290.0,United Kingdom
552353,21933,10,5/9/2011 12:14,1.65,17612.0,United Kingdom
562454,84510C,10,8/5/2011 10:31,1.25,15128.0,United Kingdom
581571,21313,1,12/9/2011 12:00,0.85,15311.0,United Kingdom
577768,22961,4,11/21/2011 15:18,3.29,,United Kingdom
574327,21169,12,11/4/2011 9:03,1.69,13013.0,United Kingdom
580672,22541,3,12/5/2011 14:29,0.19,17920.0,United Kingdom
540163,22132,24,1/5/2011 11:52,0.85,13089.0,United Kingdom
549721,22180,4,4/11/2011 15:35,9.95,14911.0,EIRE
543040,21975,1,2/2/2011 17:06,0.55,17337.0,United Kingdom
556789,22720,3,6/14/2011 13:40,4.95,15129.0,United Kingdom
555573,21519,12,6/5/2011 15:46,0.42,15349.0,United Kingdom
546388,84029G,2,3/11/2011 13:42,8.29,,United Kingdom
577535,20756,1,11/20/2011 14:07,0.85,14071.0,United Kingdom
566400,23171,12,9/12/2011 13:16,1.65,17139.0,United Kingdom
570690,23392,1,10/11/2011 16:37,4.13,,United Kingdom
542409,22262,7,1/27/2011 16:30,0.85,15311.0,United Kingdom
546365,22745,6,3/11/2011 11:35,2.1,12520.0,Germany
578940,21481,2,11/27/2011 13:18,10.29,,United Kingdom
576673,22548,4,11/16/2011 11:59,0.0,,United Kingdom
550470,21123,1,4/18/2011 13:49,2.46,,United Kingdom
566422,82483,4,9/12/2011 13:56,6.95,13064.0,United Kingdom
565541,22398,4,9/5/2011 12:00,0.39,14159.0,United Kingdom
540848,90190B,2,1/12/2011 9:26,2.96,,United Kingdom
536842,47590B,6,12/2/2010 18:45,5.45,17552.0,United Kingdom
567384,21166,48,9/20/2011 10:23,2.41,17450.0,United Kingdom
578270,21218,1,11/23/2011 13:39,8.29,14096.0,United Kingdom
570019,23501,1,10/7/2011 10:13,1.25,17841.0,United Kingdom
580754,22835,4,12/6/2011 10:05,12.46,,United Kingdom
574711,82494L,6,11/6/2011 14:20,2.95,14517.0,United Kingdom
542303,84509B,4,1/27/2011 11:05,3.75,12539.0,Spain
561794,21929,10,7/29/2011 13:11,2.08,12921.0,United Kingdom
545435,22427,3,3/2/2011 15:28,5.95,16217.0,United Kingdom
565426,23191,1,9/4/2011 12:41,1.65,12851.0,United Kingdom
544074,22773,12,2/15/2011 14:49,1.25,14156.0,EIRE
556998,22727,12,6/16/2011 10:48,3.75,16672.0,United Kingdom
580729,23469,1,12/5/2011 17:24,8.29,,United Kingdom
562844,22625,6,8/10/2011 8:41,8.5,12444.0,Norway
637050,84991,24,02/24/2011 18:27,0.55,13449,Germany
537237,22807,1,12/6/2010 9:58,5.91,,United Kingdom
640830,22666,6,03/10/2011 11:18,2.95,15531,United Kingdom
561704,22325,1,7/29/2011 11:07,4.95,14606.0,United Kingdom
567656,21809,3,9/21/2011 14:40,2.46,14096.0,United Kingdom
679280,23270,4,02/17/2012 12:44,1.45,20576,United Kingdom
548703,22383,2,4/3/2011 11:37,1.65,16010.0,United Kingdom
580148,22629,1,12/2/2011 10:08,2.46,,United Kingdom
C578144,22697,-3,11/23/2011 11:06,2.95,16201.0,United Kingdom
569898,22743,1,10/6/2011 16:08,5.79,,United Kingdom
560569,85014A,3,7/19/2011 14:04,5.95,12480.0,Germany
565150,84660B,86,9/1/2011 14:26,0.79,14298.0,United Kingdom
545377,22411,1,3/2/2011 11:32,1.95,14606.0,United Kingdom
574239,22962,12,11/3/2011 12:43,0.85,14849.0,United Kingdom
C550181,21239,-20,05/18/2011 17:43,0.85,17112,United Kingdom
555923,22326,1,6/7/2011 17:09,5.79,,United Kingdom
640456,85123A,3,03/21/2011 15:56,2.95,19368,United Kingdom
576364,23494,2,11/14/2011 17:40,5.95,15009.0,United Kingdom
563229,21135,1,8/14/2011 15:35,1.69,17988.0,United Kingdom
572090,23399,12,10/20/2011 14:33,0.85,13573.0,United Kingdom
570866,23408,12,10/12/2011 15:49,2.08,17096.0,United Kingdom
558614,21519,1,6/30/2011 15:56,0.83,,United Kingdom
572552,22867,2,10/24/2011 17:07,4.13,14096.0,United Kingdom
536544,21977,1,12/1/2010 14:32,1.28,,United Kingdom
575922,23225,24,11/11/2011 17:10,0.83,15681.0,United Kingdom
554280,22380,5,5/23/2011 13:35,2.1,14817.0,United Kingdom
568188,21363,2,9/25/2011 14:33,4.95,16049.0,United Kingdom
648039,22595,12,06/18/2011 17:34,0.85,18579,United Kingdom
559109,23344,1,7/6/2011 11:52,2.08,15021.0,United Kingdom
555383,21731,5,6/2/2011 15:13,1.65,12517.0,Germany
547666,22759,24,3/24/2011 13:23,1.65,14235.0,United Kingdom
554993,22898,2,5/29/2011 14:13,1.95,17051.0,United Kingdom
540093,22117,2,1/4/2011 15:24,2.95,16725.0,United Kingdom
552338,22845,2,5/9/2011 11:51,6.35,,United Kingdom
576910,22212,12,11/17/2011 9:51,2.1,12477.0,Germany
568696,23405,4,9/28/2011 14:56,4.95,13842.0,United Kingdom
560996,21385,24,7/22/2011 13:53,0.85,17625.0,United Kingdom
569834,22993,12,10/6/2011 13:00,1.25,14383.0,United Kingdom
666747,23215,4,10/24/2011 16:14,2.08,18246,United Kingdom
580504,23079,1,12/4/2011 13:32,8.95,17936.0,United Kingdom
536532,20685,2,12/1/2010 13:24,7.95,12433.0,Norway
539749,22734,30,12/21/2010 15:33,0.0,,United Kingdom
541592,47504H,1,1/19/2011 15:08,3.29,,United Kingdom
568558,22866,2,9/27/2011 16:28,2.1,16354.0,United Kingdom
577217,23485,1,11/18/2011 11:53,25.0,17324.0,United Kingdom
544695,20728,10,2/23/2011 9:38,1.65,14276.0,United Kingdom
571672,22139,6,10/18/2011 13:15,4.95,13880.0,United Kingdom
559491,22135,1,7/8/2011 13:53,0.83,,United Kingdom
563430,22297,24,8/16/2011 11:50,1.25,14918.0,United Kingdom
553718,22421,1,5/18/2011 16:14,0.83,,United Kingdom
665632,22077,12,10/02/2011 10:06,1.65,13715,Poland
564727,22796,2,8/28/2011 12:31,9.95,16686.0,United Kingdom
538168,22731,9,12/9/2010 19:23,1.25,14702.0,United Kingdom
568152,23231,25,9/25/2011 11:40,0.42,16480.0,United Kingdom
577554,47420,3,11/20/2011 15:35,0.19,15533.0,United Kingdom
560914,22156,36,7/21/2011 18:08,0.85,17175.0,United Kingdom
567901,21385,4,9/22/2011 16:28,1.63,,United Kingdom
661338,22829,1,07/26/2011 17:09,20.79,3280,United Kingdom
540545,21181,4,1/9/2011 15:35,2.1,13451.0,United Kingdom
566675,23432,12,9/14/2011 11:42,0.83,15105.0,United Kingdom
561799,22485,2,7/29/2011 13:46,12.75,15776.0,United Kingdom
550499,85123A,1,4/18/2011 15:16,5.79,,United Kingdom
565431,23196,5,9/4/2011 13:15,1.45,14965.0,United Kingdom
536759,21844,6,12/2/2010 14:26,2.95,16781.0,United Kingdom
680523,23005,5,02/27/2012 16:39,0.83,1939,United Kingdom
575481,16011,23,11/9/2011 16:28,0.21,15679.0,United Kingdom
545302,84800S,2,3/1/2011 12:46,1.25,14506.0,United Kingdom
640212,22292,4,02/17/2011 15:40,1.45,15284,United Kingdom
570374,21770,1,10/10/2011 12:34,4.95,14719.0,United Kingdom
555644,84974,4,6/6/2011 13:24,9.95,16520.0,United Kingdom
570467,23159,12,10/10/2011 16:06,2.08,12607.0,USA
564167,23206,20,8/23/2011 13:50,1.65,17735.0,United Kingdom
549557,22990,3,4/10/2011 12:59,4.95,14450.0,United Kingdom
550130,90185C,6,4/14/2011 13:17,4.25,14390.0,United Kingdom
576857,22077,1,11/16/2011 15:52,1.95,12748.0,United Kingdom
652943,22728,8,06/22/2011 12:50,3.75,16834,United Kingdom
552315,21700,12,5/8/2011 16:10,0.85,12700.0,France
546891,21458,1,3/17/2011 18:18,2.46,,United Kingdom
673353,23543,1,12/07/2011 17:22,8.25,15989,United Kingdom
548363,21394,48,3/30/2011 15:48,0.39,12428.0,Finland
542401,21329,1,1/27/2011 15:51,1.65,14541.0,United Kingdom
558045,22993,12,6/24/2011 13:35,1.25,12615.0,France
546133,21914,12,3/9/2011 15:20,1.25,14291.0,United Kingdom
560225,37448,1,7/15/2011 16:27,3.29,,United Kingdom
579539,22699,6,11/30/2011 10:06,2.95,14911.0,EIRE
579146,22734,5,11/28/2011 13:14,2.89,16347.0,United Kingdom
560368,21916,1,7/18/2011 12:25,0.42,17841.0,United Kingdom
560537,22469,6,7/19/2011 12:19,1.65,17779.0,United Kingdom
565924,84818,24,9/8/2011 10:01,0.79,13026.0,United Kingdom
576189,20981,1,11/14/2011 11:33,0.85,14684.0,United Kingdom
546891,84596J,1,3/17/2011 18:18,0.83,,United Kingdom
C575161,22960,-5,11/8/2011 16:25,4.25,15271.0,United Kingdom
545333,21871,1,3/1/2011 16:22,3.29,,United Kingdom
562716,20725,20,8/8/2011 15:35,1.65,14257.0,United Kingdom
545851,22295,1,3/7/2011 13:45,1.65,15026.0,United Kingdom
540604,22705,25,1/10/2011 11:38,0.42,15326.0,United Kingdom
575947,21232,17,11/13/2011 11:50,2.46,,United Kingdom
558761,82483,2,7/3/2011 12:52,6.95,15033.0,United Kingdom
571216,21851,1,10/14/2011 13:06,4.95,16081.0,United Kingdom
548708,22963,6,4/3/2011 12:41,0.85,13269.0,United Kingdom
541219,84968F,5,1/14/2011 14:06,8.29,,United Kingdom
570287,23493,10,10/10/2011 11:37,1.95,17425.0,United Kingdom
572549,21116,1,10/24/2011 17:03,8.29,,United Kingdom
539472,20618,1,12/19/2010 14:23,2.1,15581.0,United Kingdom
547514,21111,6,3/23/2011 14:00,2.95,17486.0,United Kingdom
573362,22726,4,10/30/2011 13:06,3.75,12597.0,Spain
550471,21380,1,4/18/2011 13:52,5.79,,United Kingdom
568397,21259,2,9/27/2011 10:24,5.95,15745.0,United Kingdom
554380,85174,8,5/24/2011 11:45,4.95,16709.0,United Kingdom
546843,21383,12,3/17/2011 12:40,0.65,12472.0,Germany
548185,84978,12,3/29/2011 14:58,1.25,15628.0,United Kingdom
571035,20725,10,10/13/2011 12:50,1.65,12446.0,RSA
666006,22670,2,11/03/2011 12:02,2.46,330,United Kingdom
542412,85206A,1,1/27/2011 16:49,1.65,16725.0,United Kingdom
546017,35971,6,3/8/2011 17:23,1.25,14507.0,United Kingdom
560125,23319,1,7/15/2011 10:44,2.49,18118.0,United Kingdom
581006,23495,12,12/7/2011 8:45,1.25,14911.0,EIRE
547650,21922,2,3/24/2011 12:08,7.95,17059.0,United Kingdom
580730,21704,1,12/5/2011 17:28,1.63,,United Kingdom
540153,85123A,32,1/5/2011 11:25,2.55,15841.0,United Kingdom
562199,21232,2,8/3/2011 12:20,1.25,12748.0,United Kingdom
553527,22558,12,5/17/2011 14:57,1.65,15123.0,United Kingdom
538356,21730,18,12/10/2010 15:56,4.25,14062.0,United Kingdom
553691,15056N,2,5/18/2011 14:08,5.95,15311.0,United Kingdom
573158,22835,8,10/28/2011 8:56,4.95,14738.0,United Kingdom
542794,85131A,2,2/1/2011 10:56,0.83,,United Kingdom
657780,82494L,1,09/18/2011 12:24,2.95,16518,United Kingdom
540943,20972,5,1/12/2011 12:31,1.25,17841.0,United Kingdom
556529,21039,6,6/13/2011 11:41,2.55,12714.0,France
545035,85152,12,2/25/2011 17:03,2.1,15078.0,United Kingdom
555149,23084,2,5/31/2011 15:49,4.13,,United Kingdom
570887,22589,6,10/13/2011 10:25,2.89,17169.0,United Kingdom
571430,84949,6,10/17/2011 12:51,1.65,13090.0,United Kingdom
645615,21871,1,04/27/2011 16:22,3.29,1001,United Kingdom
579938,23562,6,12/1/2011 10:18,2.89,14146.0,United Kingdom
580367,22076,6,12/2/2011 16:39,1.25,,United Kingdom
C576324,22141,-1,11/14/2011 15:10,2.1,16161.0,United Kingdom
563404,20970,8,8/16/2011 11:04,3.75,16303.0,United Kingdom
545701,48173C,10,3/6/2011 15:17,6.75,17107.0,United Kingdom
580884,22578,6,12/6/2011 12:21,0.29,15907.0,United Kingdom
577768,22074,1,11/21/2011 15:18,1.25,,United Kingdom
551342,20975,24,4/28/2011 8:34,0.65,16099.0,United Kingdom
541596,72741,9,1/19/2011 16:19,1.45,17602.0,United Kingdom
661023,22549,3,10/09/2011 11:16,2.46,886,United Kingdom
561322,20724,10,7/26/2011 13:03,0.85,15203.0,United Kingdom
561915,84947,6,8/1/2011 11:23,1.25,14408.0,United Kingdom
536876,22251,1,12/3/2010 11:36,2.51,,United Kingdom
575724,22112,48,11/10/2011 18:37,4.25,14608.0,United Kingdom
542229,21202,12,1/26/2011 13:38,1.65,12474.0,Germany
565432,71477,1,9/4/2011 13:16,3.95,16241.0,United Kingdom
677621,20756,1,12/07/2011 14:07,0.85,16993,United Kingdom
565920,23158,12,9/8/2011 8:56,2.08,15298.0,United Kingdom
559055,47593B,4,7/5/2011 17:09,0.83,,United Kingdom
559055,85086A,2,7/5/2011 17:09,0.83,,United Kingdom
545317,21174,1,3/1/2011 14:14,4.13,,United Kingdom
566739,22915,24,9/14/2011 14:30,0.42,12566.0,Germany
646197,22180,2,04/29/2011 08:40,9.95,18059,United Kingdom
566345,22705,25,9/12/2011 12:27,0.42,17685.0,United Kingdom
546917,21576,6,3/18/2011 9:17,2.25,14911.0,EIRE
545821,22371,4,3/7/2011 12:50,4.25,13001.0,United Kingdom
641694,21976,1,04/10/2011 16:19,0.55,20207,United Kingdom
552684,22381,1,5/10/2011 15:09,4.96,,United Kingdom
573020,22909,12,10/27/2011 12:37,0.85,14842.0,United Kingdom
575070,23427,2,11/8/2011 12:58,12.5,17841.0,United Kingdom
566451,23311,2,9/12/2011 16:14,2.55,18069.0,United Kingdom
559329,22993,36,7/7/2011 15:41,1.25,15241.0,United Kingdom
547712,85066,1,3/24/2011 19:31,12.75,16905.0,United Kingdom
554950,21673,12,5/27/2011 14:48,1.25,14227.0,United Kingdom
569215,22386,2,10/2/2011 12:30,2.08,13571.0,United Kingdom
566869,23206,10,9/15/2011 13:20,1.65,13658.0,United Kingdom
574076,22356,2,11/2/2011 15:38,1.63,,United Kingdom
580544,22561,12,12/5/2011 9:15,1.65,15156.0,United Kingdom
546389,21523,2,3/11/2011 13:56,7.95,16801.0,United Kingdom
650421,82583,5,05/23/2011 13:15,4.96,719,United Kingdom
574096,22098,36,11/3/2011 9:55,0.39,13599.0,United Kingdom
537685,22585,6,12/8/2010 10:21,1.25,18077.0,United Kingdom
658170,22329,1,06/26/2011 15:30,3.29,1866,United Kingdom
549946,47566,2,4/13/2011 12:44,4.95,17819.0,United Kingdom
574070,85099F,10,11/2/2011 14:52,2.08,16748.0,United Kingdom
577524,22154,3,11/20/2011 13:33,0.42,16905.0,United Kingdom
566019,47559B,4,9/8/2011 12:44,1.25,17243.0,United Kingdom
555633,22328,2,6/6/2011 12:22,2.95,14534.0,United Kingdom
541493,21989,3,1/18/2011 14:29,1.63,,United Kingdom
540418,22817,17,1/7/2011 11:04,0.43,,United Kingdom
569702,21899,1,10/5/2011 16:09,0.65,14396.0,United Kingdom
542425,84380,12,1/28/2011 9:20,1.25,12574.0,France
552245,21793,1,5/6/2011 19:42,3.95,12748.0,United Kingdom
559055,21439,2,7/5/2011 17:09,1.25,,United Kingdom
543978,20969,4,2/14/2011 15:37,3.75,12867.0,United Kingdom
566171,20725,2,9/9/2011 12:22,1.65,18118.0,United Kingdom
549251,84596L,2,4/7/2011 12:16,0.42,14449.0,United Kingdom
558066,85173,1,6/24/2011 15:45,4.96,,United Kingdom
563557,21977,24,8/17/2011 13:33,0.55,15786.0,United Kingdom
544311,22680,1,2/17/2011 14:19,1.25,17841.0,United Kingdom
554030,23163,8,5/20/2011 13:56,2.49,16497.0,United Kingdom
575751,23344,10,11/11/2011 10:32,2.08,14911.0,EIRE
548627,21891,288,4/1/2011 12:19,1.06,16333.0,United Kingdom
538678,21928,1,12/13/2010 16:46,1.95,,United Kingdom
652268,21977,24,06/24/2011 11:49,0.55,16319,United Kingdom
572675,23319,2,10/25/2011 13:20,2.49,17917.0,United Kingdom
540839,72802A,1,1/11/2011 15:42,4.25,16791.0,United Kingdom
545085,21390,24,2/28/2011 11:19,1.25,15039.0,United Kingdom
